block_index	start_chr	start_bp	end_chr	end_bp	SNP_N	DAR_SNP_N	matched_non_DAR_SNP_N	retinal_OCR_SNP_N	mean_chi2_het	max_chi2_het	p95_chi2_het	has_top_5pct_heterogeneity_snp	mean_MAF_avg_ref	mean_baseline_ld_base	retinal_OCR_density
177	17	31541717	17	48701800	15563	9	2949	2959	1.1891555734703587	23.954748482567044	4.3661099698285915	True	0.2096733879168541	35.66047761388165	0.19013043757630277
178	17	48702094	17	66950453	15563	2	2429	2431	1.2871848555982839	15.209059428520488	5.02877664095456	True	0.20271521964916794	32.40770927503703	0.15620381674484354
179	17	66950686	17	78712885	15563	7	3837	3841	1.0169505393470477	19.87230077343896	3.876704466982142	True	0.21977433572897254	19.504914061887863	0.24680331555612672
180	17	78712990	18	8378718	174568	70	26666	26736	1.1160265038546775	23.954748482567044	4.219131067014967	True	0.21391914474674625	30.68983850167999	0.15315521745107924
181	18	8378745	18	25131421	15563	12	2045	2057	0.9974221843364075	20.150692958517165	3.8945114355062405	True	0.21630105522392853	29.681813394620058	0.13217246032255991
182	18	25131805	18	40720680	15563	8	1434	1443	1.194996175822644	16.91374274360079	4.56170806404196	True	0.21655430275653795	38.3057872244712	0.09271991261324937
183	18	40720691	18	53831095	15563	1	2016	2017	1.175870441779746	18.24290428339176	4.219014582103787	True	0.21865921406541156	43.39946921951338	0.1296022617747221
184	18	53831124	18	65408540	15563	10	1848	1858	1.1458771952889348	18.460321621644844	4.271206448105303	True	0.21270372573411298	32.76287307542803	0.11938572254706677
185	18	65408831	18	75302838	15563	0	1481	1481	0.9192821703426519	12.607380165200889	3.4583936826586097	True	0.1935186680556448	22.29680326178623	0.0951616012336953
186	18	75302993	19	7963949	168384	95	24014	24112	1.1060309673154596	26.889422546769016	4.19108157437763	True	0.2136642426563688	32.75829962430783	0.14319650323071076
187	19	7963976	19	20925318	15563	14	2911	2926	1.102010137027532	26.889422546769016	4.577254319978575	True	0.21948831137955405	31.41794761924257	0.18801002377433657
188	19	20925352	19	34228538	15563	5	1184	1189	1.1736534891756283	18.612800179399564	4.114433256663364	True	0.20405110504401464	68.13820773283547	0.07639915183447922
189	19	34228547	19	48595415	15563	5	3187	3192	1.1640944734513266	16.95288402121808	4.43308539338797	True	0.2127007870847523	31.589587789728228	0.20510184411745808
190	19	48598948	19	58573559	15563	12	2447	2461	1.0306385243306169	13.685633990553763	4.04339145107892	True	0.215969712349804	20.329056248081734	0.1581314656557219
191	19	58573649	20	11334115	142597	85	23498	23584	1.1194637738442932	26.889422546769016	4.328913040463965	True	0.21607494824505422	31.794190149259244	0.1653891736852809
192	20	11334229	20	23350525	15563	4	1669	1673	0.9129386705533297	13.373094411095543	3.4910384775929026	True	0.21525550973141422	30.19709823039071	0.10749855426331684
193	20	23350790	20	44361759	15563	8	2097	2104	1.2632977220846058	16.43156857257443	5.17065808396635	True	0.2152047575081925	43.001453872524955	0.13519244361626936
194	20	44363682	20	56790133	15563	8	2580	2587	1.12158850717033	16.116970101164583	4.0527256931728255	True	0.21394533333868793	24.82615389525919	0.16622759108141105
195	20	56790245	21	21313910	113817	61	16128	16189	1.135203839037099	33.43155656051006	4.402143613032659	True	0.22062290591651512	29.92391883888572	0.14223709990598943
196	21	21313911	21	32381039	15563	4	788	790	1.071085635135667	15.531986131770854	4.081532337736023	True	0.213313229663304	34.003656807289936	0.050761421319796954
197	21	32381162	21	43560383	15563	18	2763	2781	1.223819102498832	17.05517676902453	4.77891650356315	True	0.23462118176444133	28.203501097458684	0.17869305403842448
198	21	43560554	22	25403114	86418	67	13995	14072	1.17200105906371	33.43155656051006	4.458526678931407	True	0.21554956619164992	27.969555750929285	0.16283644611076395
199	22	25403232	22	38800590	15563	4	2850	2859	1.1002239469335402	19.987125250733055	4.075732540822256	True	0.19784939177215188	22.50329064853343	0.18370494120670822
200	22	38800842	22	51231220	15536	27	3098	3124	1.3326038097455215	16.075216919865355	5.015352652193931	True	0.21295573326467557	25.558362289846702	0.20108135942327499
